confidence_threshold,category,confidence,title,filename,absolute_path,matched_keywords
0.350,Java,0.238,My transcript,My transcript.pdf,/Users/longtran/Documents/E-Books/My transcript.pdf,body:java
0.350,Java,0.238,My transcript (1),My transcript (1).pdf,/Users/longtran/Documents/E-Books/My transcript (1).pdf,body:java
0.350,Java,0.238,Nonsequential and Distributed Programming with Go,"Nonsequential and Distributed Programming with Go, 2e (Christian Maurer) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Nonsequential and Distributed Programming with Go, 2e (Christian Maurer) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:java
0.350,Java,0.238,"O'Reilly - Head First Servlets and JSP, 2nd Edition","Head First Servlets and JSP Passing the Sun Certified Web Component Developer Exam (Bryan Basham, Kathy Sierra, Bert Bates) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Head First Servlets and JSP Passing the Sun Certified Web Component Developer Exam (Bryan Basham, Kathy Sierra, Bert Bates) (z-lib.org).pdf",body:java
0.350,Java,0.238,Prometheus: Up & Running,Prometheus Up  Running Infrastructure and Application Performance Monitoring (Brian Brazil) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Prometheus Up  Running Infrastructure and Application Performance Monitoring (Brian Brazil) (Z-Library).pdf,body:java
0.350,Java,0.238,Tran phan phuc Long,My-IELTS-and-Academic-Transcript.pdf,/Users/longtran/Documents/E-Books/My-IELTS-and-Academic-Transcript.pdf,body:java
0.350,Java,0.238,Transcript_record,Transcript_record.pdf,/Users/longtran/Documents/E-Books/Transcript_record.pdf,body:java
0.350,MachineLearning,0.238,Apache Solr Search Patterns (Jayant Kumar) (z-lib.org),Apache Solr Search Patterns (Jayant Kumar) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Apache Solr Search Patterns (Jayant Kumar) (z-lib.org).pdf,body:machine learning
0.350,MachineLearning,0.238,Build_your_own_IoT_Gateway_with_Python,Build_your_own_IoT_Gateway_with_Python.pdf,/Users/longtran/Documents/E-Books/Build_your_own_IoT_Gateway_with_Python.pdf,body:machine learning
0.350,MachineLearning,0.238,Data Engineering with Python Work with massive datasets to design data models and automate data pipelines using Python by Paul Crickard (z-lib.org),Data Engineering with Python Work with massive datasets to design data models and automate data pipelines using Python by Paul Crickard (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Data Engineering with Python Work with massive datasets to design data models and automate data pipelines using Python by Paul Crickard (z-lib.org).pdf,body:machine learning
0.350,MachineLearning,0.238,Data Engineering with Python Work with massive datasets to design data models and automate data pipelines using Python by Paul Crickard (z-lib.org) (1),Data Engineering with Python Work with massive datasets to design data models and automate data pipelines using Python by Paul Crickard (z-lib.org) (1).pdf,/Users/longtran/Documents/E-Books/Data Engineering with Python Work with massive datasets to design data models and automate data pipelines using Python by Paul Crickard (z-lib.org) (1).pdf,body:machine learning
0.350,MachineLearning,0.238,"Hands-On IoT Solutions with Blockchain by Maximiliano Santos, Enio Moura (z-lib.org)","Hands-On IoT Solutions with Blockchain by Maximiliano Santos, Enio Moura (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Hands-On IoT Solutions with Blockchain by Maximiliano Santos, Enio Moura (z-lib.org).pdf",body:machine learning
0.350,MachineLearning,0.238,"Imran Ahmad - 50 Algorithms Every Programmer Should Know_ An unbeatable arsenal of algorithmic solutions for real-world problems (2023, Packt Publishing) - libgen.li","Imran Ahmad - 50 Algorithms Every Programmer Should Know_ An unbeatable arsenal of algorithmic solutions for real-world problems (2023, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Imran Ahmad - 50 Algorithms Every Programmer Should Know_ An unbeatable arsenal of algorithmic solutions for real-world problems (2023, Packt Publishing) - libgen.li.pdf",body:machine learning
0.350,MachineLearning,0.238,ML_slides,ML_slides.pdf,/Users/longtran/Documents/E-Books/ML_slides.pdf,body:machine learning
0.350,MachineLearning,0.238,Practical Data Science A Guide to Building the Technology Stack for Turning Data Lakes into Business Assets (Andreas François Vermeulen) (z-lib.org),Practical Data Science A Guide to Building the Technology Stack for Turning Data Lakes into Business Assets (Andreas François Vermeulen) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Practical Data Science A Guide to Building the Technology Stack for Turning Data Lakes into Business Assets (Andreas François Vermeulen) (z-lib.org).pdf,body:machine learning
0.350,MachineLearning,0.238,"Python Web Scraping Hands-on data scraping and crawling using PyQT, Selenium, HTML and Python by Katharine Jarmul, Richard Lawson (z-lib.org)","Python Web Scraping Hands-on data scraping and crawling using PyQT, Selenium, HTML and Python by Katharine Jarmul, Richard Lawson (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Python Web Scraping Hands-on data scraping and crawling using PyQT, Selenium, HTML and Python by Katharine Jarmul, Richard Lawson (z-lib.org).pdf",body:machine learning
0.350,MachineLearning,0.238,"Richard D Avila, Imran Ahmad - Architecting AI Software Systems_ Crafting robust and scalable AI systems for modern software development (2025, Packt Publishing) - libgen.li","Richard D Avila, Imran Ahmad - Architecting AI Software Systems_ Crafting robust and scalable AI systems for modern software development (2025, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Richard D Avila, Imran Ahmad - Architecting AI Software Systems_ Crafting robust and scalable AI systems for modern software development (2025, Packt Publishing) - libgen.li.pdf",body:machine learning
0.350,MachineLearning,0.238,"Saurabh Shrivastava, Neelanjali Srivastav - Solutions Architect's Handbook_ Kick-start your career as a solutions architect by learning architecture design principles and (2022, Packt Publishing) - libgen.li","Saurabh Shrivastava, Neelanjali Srivastav - Solutions Architect's Handbook_ Kick-start your career as a solutions architect by learning architecture design principles and (2022, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Saurabh Shrivastava, Neelanjali Srivastav - Solutions Architect's Handbook_ Kick-start your career as a solutions architect by learning architecture design principles and (2022, Packt Publishing) - libgen.li.pdf",body:machine learning
0.350,MachineLearning,0.238,someTitle,"Genetic Algorithms and Applications for Stock Trading Optimization (Vivek Kapoor, Shubhamoy Dey) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Genetic Algorithms and Applications for Stock Trading Optimization (Vivek Kapoor, Shubhamoy Dey) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:machine learning
0.350,MachineLearning,0.238,The Staff Engineer's Path,Tanya Reilly - The Staff Engineer’s Path (2022) - libgen.li.pdf,/Users/longtran/Documents/E-Books/Tanya Reilly - The Staff Engineer’s Path (2022) - libgen.li.pdf,body:machine learning
0.350,MachineLearning,0.238,"Tyler Richards - Streamlit for Data Science_ Create interactive data apps in Python (2023, Packt Publishing) - libgen.li","Tyler Richards - Streamlit for Data Science_ Create interactive data apps in Python (2023, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Tyler Richards - Streamlit for Data Science_ Create interactive data apps in Python (2023, Packt Publishing) - libgen.li.pdf",body:machine learning
0.350,MachineLearning,0.238,"WEB APP DEVELOPMENT AND REAL-TIME WEB ANALYTICS WITH PYTHON -- Tshepo Chris Nokeri -- 1st ed_, US, 2021 -- Apress _ Imprint_ Apress -- 9781484277829 -- 6c03bef4b7b109d95918d29800ecb0b1 -- Anna’s Archive","WEB APP DEVELOPMENT AND REAL-TIME WEB ANALYTICS WITH PYTHON -- Tshepo Chris Nokeri -- 1st ed_, US, 2021 -- Apress _ Imprint_ Apress -- 9781484277829 -- 6c03bef4b7b109d95918d29800ecb0b1 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/WEB APP DEVELOPMENT AND REAL-TIME WEB ANALYTICS WITH PYTHON -- Tshepo Chris Nokeri -- 1st ed_, US, 2021 -- Apress _ Imprint_ Apress -- 9781484277829 -- 6c03bef4b7b109d95918d29800ecb0b1 -- Anna’s Archive.pdf",body:machine learning
0.350,Math-Algebra,0.238,A9R1i6h9j0_1xg068h_8sc.tmp,"Fuzzy Sets, Fuzzy Logic and Their Applications 2021 (Michael Voskoglou) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Fuzzy Sets, Fuzzy Logic and Their Applications 2021 (Michael Voskoglou) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:algebra
0.350,Math-Algebra,0.238,"Algorithms Illuminated (Part 1) The Basics (Tim Roughgarden) (z-library.sk, 1lib.sk, z-lib.sk)","Algorithms Illuminated (Part 1) The Basics (Tim Roughgarden) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Algorithms Illuminated (Part 1) The Basics (Tim Roughgarden) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:matrix
0.350,Math-Algebra,0.238,"Fuzzy Dual Numbers. Theory and Applications (Felix Mora-Camino, Carlos Alberto Nunes Cosenza) (z-library.sk, 1lib.sk, z-lib.sk)","Fuzzy Dual Numbers. Theory and Applications (Felix Mora-Camino, Carlos Alberto Nunes Cosenza) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Fuzzy Dual Numbers. Theory and Applications (Felix Mora-Camino, Carlos Alberto Nunes Cosenza) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:matrix
0.350,Math-Algebra,0.238,"Graph Algorithms the Fun Way Powerful Algorithms Decoded, Not Oversimplified (Jeremy Kubica) (z-library.sk, 1lib.sk, z-lib.sk)","Graph Algorithms the Fun Way Powerful Algorithms Decoded, Not Oversimplified (Jeremy Kubica) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Graph Algorithms the Fun Way Powerful Algorithms Decoded, Not Oversimplified (Jeremy Kubica) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:matrix
0.350,Math-Algebra,0.238,mcs,mcs.pdf,/Users/longtran/Documents/E-Books/mcs.pdf,body:algebra
0.350,Math-Algebra,0.238,Tran phan phuc Long,Tran-Phan-Phuc-Long.pdf,/Users/longtran/Documents/E-Books/Tran-Phan-Phuc-Long.pdf,body:algebra
0.350,Math-Calculus,0.238,Basic Electronics,"Basic Electronics (Debashis De, Kamakhya Prasad Ghatak) (Z-Library).pdf","/Users/longtran/Documents/E-Books/Basic Electronics (Debashis De, Kamakhya Prasad Ghatak) (Z-Library).pdf",body:integral
0.350,Math-Calculus,0.238,Practical Electronics for Inventors (Paul Scherz) (Z-Library),Practical Electronics for Inventors (Paul Scherz) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Practical Electronics for Inventors (Paul Scherz) (Z-Library).pdf,body:derivative
0.350,Math-Statistics,0.238,Scientific paper example I,Scientific paper example I.pdf,/Users/longtran/Documents/E-Books/Scientific paper example I.pdf,body:bayesian
0.350,Math-Statistics,0.238,Writing a scientific article: A step-by-step guide for beginners,Writing_a_scientific_article__A_step-by-step_guide_for_beginners_.pdf,/Users/longtran/Documents/E-Books/Writing_a_scientific_article__A_step-by-step_guide_for_beginners_.pdf,body:statistics
0.350,Math-Statistics,0.238,WS2025 Milestone 5 Final Submission,WS2025 Milestone 5 Final Submission.pdf,/Users/longtran/Documents/E-Books/WS2025 Milestone 5 Final Submission.pdf,body:statistics
0.350,OperatingSystems,0.238,0321617630.pdf,"Gary R. Wright, W. Richard Stevens - TCP_IP Illustrated_ The Implementation Volume 2 (1995, Addison-Wesley Professional) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Gary R. Wright, W. Richard Stevens - TCP_IP Illustrated_ The Implementation Volume 2 (1995, Addison-Wesley Professional) - libgen.li.pdf",body:unix
0.350,OperatingSystems,0.238,C Interfaces and Implementations,David R. Hanson - C Interfaces and Implementations (1996) - libgen.li.pdf,/Users/longtran/Documents/E-Books/David R. Hanson - C Interfaces and Implementations (1996) - libgen.li.pdf,body:unix
0.350,OperatingSystems,0.238,Kafka: The Definitive Guide,"Kafka The Definitive Guide Real-Time Data and Stream Processing at Scale by Neha Narkhede, Gwen Shapira, Todd Palino (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Kafka The Definitive Guide Real-Time Data and Stream Processing at Scale by Neha Narkhede, Gwen Shapira, Todd Palino (z-lib.org).pdf",body:operating system
0.350,OperatingSystems,0.238,"Linux Firewalls Attack Detection and Response with IPTables, PSAD, and FWSnort","Linux Firewalls Attack Detection and Response with iptables, psad, and fwsnort (Rash, Michael) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Linux Firewalls Attack Detection and Response with iptables, psad, and fwsnort (Rash, Michael) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:linux kernel
0.350,OperatingSystems,0.238,"Linux Firewalls Attack Detection and Response with iptables, psad, and fwsnort (Michael Rash) (z-library.sk, 1lib.sk, z-lib.sk)","Linux Firewalls Attack Detection and Response with iptables, psad, and fwsnort (Michael Rash) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Linux Firewalls Attack Detection and Response with iptables, psad, and fwsnort (Michael Rash) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:linux kernel
0.350,OperatingSystems,0.238,parrel_computing_book_openmp_and_mpi,parrel_computing_book_openmp_and_mpi.pdf,/Users/longtran/Documents/E-Books/parrel_computing_book_openmp_and_mpi.pdf,body:virtual memory
0.350,Cloud-DevOps,0.275,Scripting,"Michael Kofler - Scripting_ Automation with Bash, PowerShell, and Python (2024, Rheinwerk Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Michael Kofler - Scripting_ Automation with Bash, PowerShell, and Python (2024, Rheinwerk Publishing) - libgen.li.pdf",body:devops; body:docker
0.350,ComputerVision,0.275,Practical Guide to Applied Conformal Prediction in Python,"Practical Guide to Applied Conformal Prediction in Python _ -- Valeriy Manokhin -- 1 _ converted, 2023 -- Packt Publishing, Limited -- 9781805120919 -- 49b712d2389ad4cd22059deb318157a9 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/Practical Guide to Applied Conformal Prediction in Python _ -- Valeriy Manokhin -- 1 _ converted, 2023 -- Packt Publishing, Limited -- 9781805120919 -- 49b712d2389ad4cd22059deb318157a9 -- Anna’s Archive.pdf",body:computer vision; body:image processing
0.350,DeepLearning,0.275,Hands-On Large Language Models,"Hands-On Large Language Models Language Understanding and Generation (Jay Alammar, Maarten Grootendorst) (Z-Library).pdf","/Users/longtran/Documents/E-Books/Hands-On Large Language Models Language Understanding and Generation (Jay Alammar, Maarten Grootendorst) (Z-Library).pdf",body:deep learning; body:transformer
0.350,DeepLearning,0.275,Transformers in Action,"Transformers in Action (Nicole Koenigstein) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Transformers in Action (Nicole Koenigstein) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:representation learning; body:transformer
0.350,Embedded-Systems,0.275,Recruitment Need of April 2022,Recruitment Need of April 2022.pdf,/Users/longtran/Documents/E-Books/Recruitment Need of April 2022.pdf,body:embedded; body:firmware
0.350,Java,0.275,781379004,Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li (1).pdf,/Users/longtran/Documents/E-Books/Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li (1).pdf,body:java; body:spring boot
0.350,Java,0.275,781379004,Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li.pdf,/Users/longtran/Documents/E-Books/Shubham Srivastava - Mastering Spring Reactive Programming for High Performance Web Apps_ Revolutionize Your Asynchronous Application Development in (2024) - libgen.li.pdf,body:java; body:spring boot
0.350,Java,0.275,Intern CV_TPPL,Intern CV_TPPL.pdf,/Users/longtran/Documents/E-Books/Intern CV_TPPL.pdf,body:java; body:spring boot
0.350,Java,0.275,Mastering Spring MVC 4 (Geoffroy Warin) (z-lib.org),Mastering Spring MVC 4 (Geoffroy Warin) (z-lib.org).pdf,/Users/longtran/Documents/E-Books/Mastering Spring MVC 4 (Geoffroy Warin) (z-lib.org).pdf,body:java; body:spring boot
0.350,Java,0.275,Spring in Action,"Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org) (1).pdf","/Users/longtran/Documents/E-Books/Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org) (1).pdf",body:java; body:spring boot
0.350,Java,0.275,Spring in Action,"Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Spring in Action, 4th Edition Covers Spring 4 (Craig Walls) (z-lib.org).pdf",body:java; body:spring boot
0.350,Math-Algebra,0.275,"Mining of massive datasets (Leskovec J., Rajaraman A., Ullman J.D) (z-library.sk, 1lib.sk, z-lib.sk)","Mining of massive datasets (Leskovec J., Rajaraman A., Ullman J.D) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Mining of massive datasets (Leskovec J., Rajaraman A., Ullman J.D) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:algebra; body:matrix
0.350,Math-Algebra,0.275,vorlesung,vorlesung.pdf,/Users/longtran/Documents/E-Books/vorlesung.pdf,body:algebra; body:matrix
0.350,OperatingSystems,0.275,A. Edwards - Let’s Go. Learn to build professional web applications with Go (2nd Edition)(2023)[EN],"Let’s Go. Learn to build professional web applications with Go (A. Edwards) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Let’s Go. Learn to build professional web applications with Go (A. Edwards) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:operating system; body:unix
0.350,AI-LLM,0.288,Effective Conversational AI,"Andrew Freed, Eniko Rozsa, Cari Jacobs - Effective Conversational AI_ Chatbots that work (2025, MANNING Publications) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Andrew Freed, Eniko Rozsa, Cari Jacobs - Effective Conversational AI_ Chatbots that work (2025, MANNING Publications) - libgen.li.pdf",body:generative ai
0.350,AI-LLM,0.288,Overleaf Example,Description - MultiAgentLLMs.pdf,/Users/longtran/Documents/E-Books/Description - MultiAgentLLMs.pdf,body:llm
0.350,Cloud-DevOps,0.288,"Ansible: Up and Running, 3rd Edition","Bas Meijer_ Lorin Hochstein_ René Moser - Ansible_ Up and Running, 3rd Edition (2022, O'Reilly Media, Inc.) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Bas Meijer_ Lorin Hochstein_ René Moser - Ansible_ Up and Running, 3rd Edition (2022, O'Reilly Media, Inc.) - libgen.li.pdf",body:ci cd
0.350,Cloud-DevOps,0.288,Ansible_Operator_CERN_2019,Ansible_Operator_CERN_2019.pdf,/Users/longtran/Documents/E-Books/Ansible_Operator_CERN_2019.pdf,body:kubernetes
0.350,Cloud-DevOps,0.288,Bachelor Thesis_Tuong Duy Tan_1276273,Bachelor Thesis_Tuong Duy Tan_1276273.pdf,/Users/longtran/Documents/E-Books/Bachelor Thesis_Tuong Duy Tan_1276273.pdf,body:cloud computing
0.350,Cloud-DevOps,0.288,Systems Performance: Enterprise and the Cloud,"Brendan Gregg - Systems Performance_ Enterprise and the Cloud (2020, Pearson) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Brendan Gregg - Systems Performance_ Enterprise and the Cloud (2020, Pearson) - libgen.li.pdf",body:cloud computing
0.350,ComputerVision,0.288,Build Your Own Robot,"Build Your Own Robot Using Python, CRICKIT, and Raspberry Pi (Marwan Alsabbagh) (Z-Library).pdf","/Users/longtran/Documents/E-Books/Build Your Own Robot Using Python, CRICKIT, and Raspberry Pi (Marwan Alsabbagh) (Z-Library).pdf",body:computer vision
0.350,Databases,0.288,Cloud Application Architecture Patterns (for True Epub),"Kyle Brown, Bobby Woolf, Joseph Yoder - Cloud Application Architecture Patterns (2025, O’Reilly Media, Inc.) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Kyle Brown, Bobby Woolf, Joseph Yoder - Cloud Application Architecture Patterns (2025, O’Reilly Media, Inc.) - libgen.li.pdf",body:database
0.350,Databases,0.288,Network Warrior,"Network Warrior (Gary A. Donahue) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Network Warrior (Gary A. Donahue) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:database
0.350,Databases,0.288,"NextJS 13 and React Crash Course Build a Full Stack NextJS 13 App with React, Tailwind and Prisma backend (Lim, Greg) (Z-Library)","NextJS 13 and React Crash Course Build a Full Stack NextJS 13 App with React, Tailwind and Prisma backend (Lim, Greg) (Z-Library).pdf","/Users/longtran/Documents/E-Books/NextJS 13 and React Crash Course Build a Full Stack NextJS 13 App with React, Tailwind and Prisma backend (Lim, Greg) (Z-Library).pdf",body:database
0.350,Databases,0.288,"Practical Enterprise Data Lake Insights (Saurabh Gupta, Venkata Giri) (z-lib.org)","Practical Enterprise Data Lake Insights (Saurabh Gupta, Venkata Giri) (z-lib.org).pdf","/Users/longtran/Documents/E-Books/Practical Enterprise Data Lake Insights (Saurabh Gupta, Venkata Giri) (z-lib.org).pdf",body:sql
0.350,Databases,0.288,Practical Microservices: Build Event-Driven Architectures with Event Sourcing and CQRS,Practical Microservices Build Event-Driven Architectures with Event Sourcing and CQRS by Ethan Garofolo (z-lib.org).epub.pdf,/Users/longtran/Documents/E-Books/Practical Microservices Build Event-Driven Architectures with Event Sourcing and CQRS by Ethan Garofolo (z-lib.org).epub.pdf,body:database
0.350,Databases,0.288,Spring Batch in Action,"Arnaud Cogoluegnes, Thierry Templier, Gary Gregory, Olivier Bazoud - Spring Batch in Action-Manning Publications (2011).pdf","/Users/longtran/Documents/E-Books/Arnaud Cogoluegnes, Thierry Templier, Gary Gregory, Olivier Bazoud - Spring Batch in Action-Manning Publications (2011).pdf",body:database
0.350,Databases,0.288,System Design - Karan Pratap Singh,"System Design (Karan Pratar Singh) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/System Design (Karan Pratar Singh) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:nosql
0.350,Databases,0.288,System Design - Karan Pratap Singh,System Design Learn how to design systems at scale and prepare for system design interviews (Karan Pratap Singh) (Z-Library).pdf,/Users/longtran/Documents/E-Books/System Design Learn how to design systems at scale and prepare for system design interviews (Karan Pratap Singh) (Z-Library).pdf,body:nosql
0.350,Databases,0.288,System Design on AWS (for True Epub),"System Design on AWS (Jayanth Kumar, Mandeep Singh) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/System Design on AWS (Jayanth Kumar, Mandeep Singh) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:database
0.350,Databases,0.288,The Comprehensive LaTeX Symbol List,latex-symbols.pdf,/Users/longtran/Documents/E-Books/latex-symbols.pdf,body:database
0.350,DeepLearning,0.288,Complete Electronics Self-Teaching Guide with Projects,Complete Electronics Self-Teaching Guide with Projects (Earl Boysen  Harry Kybett) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Complete Electronics Self-Teaching Guide with Projects (Earl Boysen  Harry Kybett) (Z-Library).pdf,body:transformer
0.350,DeepLearning,0.288,"Decoding Large Language Models (Irena Cronin) (z-library.sk, 1lib.sk, z-lib.sk)","Decoding Large Language Models (Irena Cronin) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Decoding Large Language Models (Irena Cronin) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:deep learning
0.350,DeepLearning,0.288,Neural Networks,"Neural Networks (Ranjodh Singh Dhaliwal, Théo Lepage-Richer etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Neural Networks (Ranjodh Singh Dhaliwal, Théo Lepage-Richer etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:neural network
0.350,Embedded-Systems,0.288,Beginning C++ Game Programming,"Beginning C++ Game Programming - Third Edition -- John Horton -- 3, 2024 -- Packt Publishing -- 9781835081747 -- d2475904492028d1ec75e2b9add2bda9 -- Anna’s Archive.pdf","/Users/longtran/Documents/E-Books/Beginning C++ Game Programming - Third Edition -- John Horton -- 3, 2024 -- Packt Publishing -- 9781835081747 -- d2475904492028d1ec75e2b9add2bda9 -- Anna’s Archive.pdf",body:embedded
0.350,Embedded-Systems,0.288,Chapter1,Chapter1.pdf,/Users/longtran/Documents/E-Books/Chapter1.pdf,body:embedded
0.350,Embedded-Systems,0.288,Christopher Kormanyos Real Time C Efficient Object Orientg Berlin And Heidelberg Gmbh And Co K 2018,Christopher Kormanyos Real Time C Efficient Object Orientg Berlin And Heidelberg Gmbh And Co K 2018 - libgen.li.pdf,/Users/longtran/Documents/E-Books/Christopher Kormanyos Real Time C Efficient Object Orientg Berlin And Heidelberg Gmbh And Co K 2018 - libgen.li.pdf,body:microcontroller
0.350,Embedded-Systems,0.288,Computer Architecture,"Computer Architecture (Fox, Charles) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computer Architecture (Fox, Charles) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,"Computer Architecture (Charles Fox) (z-library.sk, 1lib.sk, z-lib.sk)","Computer Architecture (Charles Fox) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computer Architecture (Charles Fox) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,"Computer Networking A Top-Down Approach (James F. Kurose, Keith W. Ross) (z-library.sk, 1lib.sk, z-lib.sk)","Computer Networking A Top-Down Approach (James F. Kurose, Keith W. Ross) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Computer Networking A Top-Down Approach (James F. Kurose, Keith W. Ross) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,Designing React Hooks the Right Way Explore design techniques and solutions to debunk the myths about adopting states using... (anonymous) (Z-Library),Designing React Hooks the Right Way Explore design techniques and solutions to debunk the myths about adopting states using... (anonymous) (Z-Library).pdf,/Users/longtran/Documents/E-Books/Designing React Hooks the Right Way Explore design techniques and solutions to debunk the myths about adopting states using... (anonymous) (Z-Library).pdf,body:embedded
0.350,Embedded-Systems,0.288,"Dimitri Aivaliotis - Mastering Nginx (2013, Packt Publishing) - libgen.li","Dimitri Aivaliotis - Mastering Nginx (2013, Packt Publishing) - libgen.li.pdf","/Users/longtran/Documents/E-Books/Dimitri Aivaliotis - Mastering Nginx (2013, Packt Publishing) - libgen.li.pdf",body:embedded
0.350,Embedded-Systems,0.288,"Effective C, 2nd Edition An Introduction to Professional C Programming (Robert C. Seacord) (z-library.sk, 1lib.sk, z-lib.sk)","Effective C, 2nd Edition An Introduction to Professional C Programming (Robert C. Seacord) (z-library.sk, 1lib.sk, z-lib.sk).pdf","/Users/longtran/Documents/E-Books/Effective C, 2nd Edition An Introduction to Professional C Programming (Robert C. Seacord) (z-library.sk, 1lib.sk, z-lib.sk).pdf",body:embedded
0.350,Embedded-Systems,0.288,Ethereum Projects for Beginners,Ethereum Projects for Beginners by Kenny Vaneetvelde [Kenny Vaneetvelde] (z-lib.org).epub.pdf,/Users/longtran/Documents/E-Books/Ethereum Projects for Beginners by Kenny Vaneetvelde [Kenny Vaneetvelde] (z-lib.org).epub.pdf,body:embedded
0.350,Embedded-Systems,0.288,"Jonathan Chaffer, Karl Swedberg - Learning jQuery-Packt Publishing (2013)","Jonathan Chaffer, Karl Swedberg - Learning jQuery-Packt Publishing (2013).pdf","/Users/longtran/Documents/E-Books/Jonathan Chaffer, Karl Swedberg - Learning jQuery-Packt Publishing (2013).pdf",body:embedded
